ID,Sample_ID,Token,State,IIT_Value
0,0,BOS,14,0.5978018118018977
1,0,<｜User｜>,14,0.5978018118018977
2,0,Jan,10,0.6772387677372876
3,0,et,10,0.6772387677372876
4,0,âĢĻs,0,0.5508907078456092
5,0,Ġducks,8,0.5151043852998178
6,0,Ġlay,8,0.5151043852998178
7,0,Ġ,2,2.0118257439150486
8,0,1,0,0.5508907078456092
9,0,6,4,0.7171747115095406
10,0,Ġeggs,8,0.5151043852998178
11,0,Ġper,10,0.6772387677372876
12,0,Ġday,8,0.5151043852998178
13,0,.,2,2.0118257439150486
14,0,ĠShe,10,0.6772387677372876
15,0,Ġeats,12,0.9646989745251363
16,0,Ġthree,4,0.7171747115095406
17,0,Ġfor,6,0.5204624834100202
18,0,Ġbreakfast,12,0.9646989745251363
19,0,Ġevery,0,0.5508907078456092
20,0,Ġmorning,8,0.5151043852998178
21,0,Ġand,6,0.5204624834100202
22,0,Ġb,14,0.5978018118018977
23,0,akes,10,0.6772387677372876
24,0,Ġmuff,10,0.6772387677372876
25,0,ins,10,0.6772387677372876
26,0,Ġfor,6,0.5204624834100202
27,0,Ġher,6,0.5204624834100202
28,0,Ġfriends,10,0.6772387677372876
29,0,Ġevery,0,0.5508907078456092
30,0,Ġday,10,0.6772387677372876
31,0,Ġwith,8,0.5151043852998178
32,0,Ġfour,4,0.7171747115095406
33,0,.,6,0.5204624834100202
34,0,ĠShe,10,0.6772387677372876
35,0,Ġsells,8,0.5151043852998178
36,0,Ġthe,4,0.7171747115095406
37,0,Ġremainder,8,0.5151043852998178
38,0,Ġat,2,2.0118257439150486
39,0,Ġthe,6,0.5204624834100202
40,0,Ġfarmers,10,0.6772387677372876
41,0,',10,0.6772387677372876
42,0,Ġmarket,8,0.5151043852998178
43,0,Ġdaily,8,0.5151043852998178
44,0,Ġfor,10,0.6772387677372876
45,0,Ġ$,10,0.6772387677372876
46,0,2,4,0.7171747115095406
47,0,Ġper,12,0.9646989745251363
48,0,Ġfresh,14,0.5978018118018977
49,0,Ġduck,10,0.6772387677372876
50,0,Ġegg,7,5.178697543312426
51,0,.,2,2.0118257439150486
52,0,ĠHow,8,0.5151043852998178
53,0,Ġmuch,10,0.6772387677372876
54,0,Ġin,6,0.5204624834100202
55,0,Ġdollars,10,0.6772387677372876
56,0,Ġdoes,2,2.0118257439150486
57,0,Ġshe,2,2.0118257439150486
58,0,Ġmake,10,0.6772387677372876
59,0,Ġevery,10,0.6772387677372876
60,0,Ġday,8,0.5151043852998178
61,0,Ġat,2,2.0118257439150486
62,0,Ġthe,6,0.5204624834100202
63,0,Ġfarmers,8,0.5151043852998178
64,0,',10,0.6772387677372876
65,0,Ġmarket,8,0.5151043852998178
66,0,?,0,0.5508907078456092
67,0,ĠLets,12,0.9646989745251363
68,0,Ġthink,10,0.6772387677372876
69,0,Ġstep,8,0.5151043852998178
70,0,Ġby,6,0.5204624834100202
71,0,Ġstep,10,0.6772387677372876
72,0,Ġand,2,2.0118257439150486
73,0,Ġoutput,10,0.6772387677372876
74,0,Ġthe,2,2.0118257439150486
75,0,Ġfinal,2,2.0118257439150486
76,0,Ġanswer,10,0.6772387677372876
77,0,Ġafter,10,0.6772387677372876
78,0,"Ġ""",14,0.5978018118018977
79,0,####,14,0.5978018118018977
80,0,""".",2,2.0118257439150486
81,0,ĠĊĊ,14,0.5978018118018977
82,0,First,8,0.5151043852998178
83,0,",",0,0.5508907078456092
84,0,Ġdetermine,4,0.7171747115095406
85,0,Ġhow,4,0.7171747115095406
86,0,Ġmany,4,0.7171747115095406
87,0,Ġeggs,8,0.5151043852998178
88,0,ĠJanet,10,0.6772387677372876
89,0,Ġuses,8,0.5151043852998178
90,0,Ġeach,4,0.7171747115095406
91,0,Ġday,8,0.5151043852998178
92,0,.ĊĊ,14,0.5978018118018977
93,0,She,10,0.6772387677372876
94,0,Ġlays,8,0.5151043852998178
95,0,Ġ,4,0.7171747115095406
96,0,1,4,0.7171747115095406
97,0,6,4,0.7171747115095406
98,0,Ġeggs,8,0.5151043852998178
99,0,Ġper,6,0.5204624834100202
100,0,Ġday,8,0.5151043852998178
101,0,Ġfrom,4,0.7171747115095406
102,0,Ġher,4,0.7171747115095406
103,0,Ġducks,8,0.5151043852998178
104,0,.Ċ,14,0.5978018118018977
105,0,Each,4,0.7171747115095406
106,0,Ġday,8,0.5151043852998178
